


yyyy/mmdd(or -ddd)/hh.h):2021/ -91/ 8.0LT  geog Lat/Long/Alt= 41.0/ 250.0/ 100.0

NeQuick is used for topside Ne profile
OTSB2012 plasmasphere model w/o  plasmapause
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
AMTB-2013 model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
TBKS2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 276958.0   NmF1=      0.0   NmE=  87385.0
Peak Heights/km:     hmF2=   234.90   hmF1=     0.00   hmE=   110.00

Solar Zenith Angle/degree                              65.2
Dip (Magnetic Inclination)/degree                      66.30
Modip (Modified Dip)/degree                            53.10
Solar Sunspot Number (12-months running mean) Rz12     16.4           
Ionospheric-Effective Solar Index IG12                  6.9           
Solar radio flux F10.7 (daily)                         77.8           
Solar radio flux F10.7 (81-day average)                74.8           

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
  64.0      38  0.000   233   233   233  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  65.0      50  0.000   232   232   232  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  66.0      65  0.000   230   230   230  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  67.0      82  0.000   229   229   229  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  68.0     101  0.000   227   227   227  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  69.0     122  0.000   226   226   226  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  70.0     145  0.001   224   224   224  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  71.0     169  0.001   222   222   222  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  72.0     194  0.001   221   221   221  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  73.0     219  0.001   219   219   219  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  74.0     244  0.001   216   216   216  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  75.0     268  0.001   214   214   214  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  76.0     292  0.001   212   212   212  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  77.0     314  0.001   209   209   209  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  78.0     335  0.001   207   207   207  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  79.0     356  0.001   204   204   204  -1  -1  -1  -1  -1  -1  -1  -1.0  -1
  80.0     376  0.001   201   201   201   0   0   0   0   3 997  -1  -1.0  -1
  81.0     395  0.001   199   199   199   0   0   0   0   3 997  -1  -1.0  -1
  82.0     415  0.001   196   196   196   0   0   0   0   3 997  -1  -1.0  -1
  83.0     451  0.002   194   194   194   0   0   0   0   3 997  -1  -1.0  -1
  84.0     533  0.002   191   191   191   0   0   0   0   5 995  -1  -1.0  -1
  85.0     720  0.003   189   189   189   0   0   0   0   6 994  -1  -1.0  -1
  86.0    1164  0.004   187   187   187   0   0   0   0  10 990  -1  -1.0  -1
  87.0    1984  0.007   185   185   185   0   0   0   0  17 983  -1  -1.0  -1
  88.0    3228  0.012   183   183   183   0   0   0   0  28 972  -1  -1.0  -1
  89.0    5025  0.018   181   181   181   0   0   0   0  44 956  -1  -1.0  -1
  90.0    7500  0.027   179   179   179   0   0   0   0  63 937  -1  -1.0  -1
  91.0   10756  0.039   178   178   178   0   0   0   0  87 913  -1  -1.0  -1
  92.0   14856  0.054   177   177   177   0   0   0   0 114 886  -1  -1.0  -1
  93.0   19803  0.072   176   176   176   0   0   0   0 151 849  -1  -1.0  -1
  94.0   25531  0.092   175   175   175   0   0   0   0 192 808  -1  -1.0  -1
  95.0   31906  0.115   175   175   175   0   0   0   0 237 763  -1  -1.0  -1
  96.0   38729  0.140   175   175   175   0   0   0   0 282 718  -1  -1.0  -1
  97.0   45762  0.165   176   176   176   0   0   0   0 325 675  -1  -1.0  -1
  98.0   52744  0.190   177   177   177   0   0   0   0 366 634  -1  -1.0  -1
  99.0   59424  0.215   179   179   179   0   0   0   0 402 598  -1  -1.0  -1
 100.0   65579  0.237   182   182   182   0   0   0   0 432 568  -1  -1.0  -1
